Function name	Segment	Start	Length	Locals	Arguments	R	F	L	M	S	B	T	=
sub_483FC0	.text	00483FC0	00000026	00000008	00000004	R	.	.	.	.	.	.	.
sub_483FF0	.text	00483FF0	0000002D	0000000C	00000008	R	.	.	.	.	.	.	.
sub_484020	.text	00484020	0000010E	00000018	00000010	R	.	.	.	.	.	.	.
sub_484130	.text	00484130	0000000A	00000000	00000000	R	.	.	.	.	.	.	.
sub_484140	.text	00484140	00000098	00000004	0000000C	R	.	.	.	.	.	T	.
sub_4841E0	.text	004841E0	00000032	00000004	00000004	R	.	.	.	.	.	.	.
sub_484220	.text	00484220	000000EF	00000124	00000008	R	.	.	.	.	.	.	.
CreateDirectoryA_484310	.text	00484310	0000000E	00000000	00000004	R	.	.	.	.	.	T	.
UNK_DeleteFileA_484320	.text	00484320	0000000C	00000000	00000004	R	.	.	.	.	.	T	.
DeleteDirectory_484330	.text	00484330	0000027E	00000258	00000004	R	.	.	.	.	.	T	.
FilenameIdxInString_4845B0	.text	004845B0	00000028	00000004	00000004	R	.	.	.	.	.	T	.
FileExtensionIdxInString_4845E0	.text	004845E0	0000001F	00000000	00000004	R	.	.	.	.	.	T	.
UNK_AppendFileExtension_484600	.text	00484600	00000070	00000004	00000008	R	.	.	.	.	.	T	.
sub_484670	.text	00484670	00000016	00000000	00000004	R	.	.	.	.	.	T	.
UNK_AppendFilename_484690	.text	00484690	0000004A	00000008	0000000C	R	.	.	.	.	.	T	.
UNK_ConstructFilePath_4846E0	.text	004846E0	00000033	00000008	00000010	R	.	.	.	.	.	T	.
UNK_CreateElfObject_maybe_484720	.text	00484720	0000003F	00000004	00000004	R	.	.	.	.	B	.	.
sub_484780	.text	00484780	0000009F	0000000C	00000011	R	.	.	.	.	.	T	.
UNK_PrintToConsoleFormatted_maybe_484820	.text	00484820	00000031	00000000	00000005	R	.	.	.	.	.	.	.
IncPtrIfBackslash_maybe_484860	.text	00484860	0000001B	00000004	00000004	R	.	.	.	.	.	T	.
sub_484880	.text	00484880	00000014	00000000	00000004	R	.	.	.	.	.	.	.
sub_4848A0	.text	004848A0	00000171	00000004	00000000	R	.	.	.	.	.	.	.
sub_484A20	.text	00484A20	00000056	00000000	00000000	R	.	.	.	.	.	.	.
sub_484A80	.text	00484A80	00000015	00000000	00000004	R	.	.	.	.	.	.	.
sub_484AA0	.text	00484AA0	0000010B	0000003C	00000011	R	.	.	.	.	.	.	.
sub_484BB0	.text	00484BB0	00000029	00000008	00000004	R	.	.	.	.	.	.	.
sub_484BE0	.text	00484BE0	00000041	00000004	00000008	R	.	.	.	.	.	.	.
sub_484C30	.text	00484C30	00000102	00000008	00000008	R	.	.	.	.	.	T	.
UNK_SetClamped4C7D7C_maybe_484D40	.text	00484D40	00000042	00000000	00000004	R	.	.	.	.	.	T	.
sub_484D90	.text	00484D90	00000039	00000000	00000008	R	.	.	.	.	.	T	.
sub_484DD0	.text	00484DD0	0000001C	00000000	0000000C	R	.	.	.	.	.	.	.
sub_484DF0	.text	00484DF0	0000001A	00000000	0000000C	R	.	.	.	.	.	.	.
sub_484E10	.text	00484E10	00000022	00000008	00000008	R	.	.	.	.	.	.	.
sub_484E40	.text	00484E40	000000C5	00000008	00000008	R	.	.	.	.	.	.	.
sub_484F10	.text	00484F10	00000028	00000008	00000004	R	.	.	.	.	.	.	.
sub_484F40	.text	00484F40	0000005B	00000024	0000000C	R	.	.	.	.	.	.	.
sub_484FA0	.text	00484FA0	00000010	00000000	00000000	R	.	.	.	.	.	.	.
sub_484FB0	.text	00484FB0	00000061	00000000	00000008	R	.	.	.	.	.	T	.
sub_485020	.text	00485020	00000013	00000000	00000008	R	.	.	.	.	.	.	.
sub_485040	.text	00485040	00000021	0000000C	00000004	R	.	.	.	.	.	.	.
sub_485070	.text	00485070	00000024	00000000	00000004	R	.	.	.	.	.	.	.
sub_4850A0	.text	004850A0	00000014	00000000	00000004	R	.	.	.	.	.	.	.
sub_4850C0	.text	004850C0	00000046	00000004	00000008	R	.	.	.	.	.	.	.
sub_485110	.text	00485110	00000059	00000024	0000000C	R	.	.	.	.	.	.	.
sub_485170	.text	00485170	00000022	00000000	0000000C	R	.	.	.	.	.	.	.
sub_4851A0	.text	004851A0	000001A0	00000020	00000014	R	.	.	.	.	.	.	.
sub_485340	.text	00485340	00000012	00000000	00000000	R	.	.	.	.	.	.	.
sub_485360	.text	00485360	000000FE	00000004	00000000	R	.	.	.	.	.	.	.
sub_485460	.text	00485460	00000109	0000000C	00000000	R	.	.	.	.	.	.	.
sub_485570	.text	00485570	00000026	00000000	00000000	R	.	.	.	.	.	.	.
sub_4855A0	.text	004855A0	0000001E	00000000	00000000	R	.	.	.	.	.	.	.
sub_4855C0	.text	004855C0	00000024	00000000	00000000	R	.	.	.	.	.	.	.
sub_4855F0	.text	004855F0	00000035	00000000	00000004	R	.	.	.	.	.	.	.
InputTimingFunc_maybe_485630	.text	00485630	000000AA	00000008	00000000	R	.	.	.	.	.	.	.
sub_4856E0	.text	004856E0	000000C1	00000004	00000004	R	.	.	.	.	.	.	.
sub_4857B0	.text	004857B0	00000082	00000008	00000004	R	.	.	.	.	.	.	.
sub_485840	.text	00485840	00000032	00000000	00000004	R	.	.	.	.	.	.	.
UNK_CheckLoggedKeypress_maybe_485880	.text	00485880	00000060	00000004	00000008	R	.	.	.	.	.	T	.
sub_4858E0	.text	004858E0	000000BA	0000001C	0000000C	R	.	.	.	.	.	T	.
sub_4859A0	.text	004859A0	0000008C	00000008	00000008	R	.	.	.	.	B	.	.
sub_485A30	.text	00485A30	00000202	00000010	00000004	R	.	.	.	.	.	.	.
sub_485C40	.text	00485C40	000002D2	000000D0	00000008	R	.	.	.	.	.	.	.
sub_485F20	.text	00485F20	000000EB	00000054	00000000	R	.	.	.	.	.	.	.
sub_486010	.text	00486010	00000127	00000040	00000000	R	.	.	.	.	.	.	.
sub_486140	.text	00486140	00000029	00000000	00000004	R	.	.	.	.	.	.	.
sub_486170	.text	00486170	000001C1	00000320	00000000	R	.	.	.	.	.	.	.
sub_486340	.text	00486340	000003C7	00000074	00000000	R	.	.	.	.	.	.	.
sub_486710	.text	00486710	0000025E	00000244	00000000	R	.	.	.	.	.	.	.
sub_486970	.text	00486970	0000009E	0000000C	00000010	R	.	.	.	.	B	T	.
sub_486AD0	.text	00486AD0	0000006D	00000004	00000000	R	.	.	.	.	.	.	.
sub_486B40	.text	00486B40	00000077	0000000C	00000000	R	.	.	.	.	.	.	.
sub_486BC0	.text	00486BC0	0000003E	00000000	00000004	R	.	.	.	.	.	.	.
sub_486C00	.text	00486C00	00000006	00000000	00000000	R	.	.	.	.	.	.	.
sub_486C10	.text	00486C10	00000034	00000000	00000008	R	.	.	.	.	.	.	.
sub_486C50	.text	00486C50	00000006	00000000	00000000	R	.	.	.	.	.	.	.
sub_486C60	.text	00486C60	00000034	00000000	00000008	R	.	.	.	.	.	.	.
sub_486CA0	.text	00486CA0	00000028	00000004	00000014	R	.	.	.	.	.	.	.
sub_486CD0	.text	00486CD0	0000006E	0000000C	0000000C	R	.	.	.	.	.	.	.
sub_486D40	.text	00486D40	00000119	00000158	00000004	R	.	.	.	.	.	.	.
sub_486E60	.text	00486E60	000000E7	00000118	00000004	R	.	.	.	.	.	.	.
sub_486F50	.text	00486F50	00000066	00000014	00000004	R	.	.	.	.	.	.	.
sub_486FC0	.text	00486FC0	00000102	00000118	0000000C	R	.	.	.	.	.	.	.
sub_4870D0	.text	004870D0	000000AC	00000058	00000008	R	.	.	.	.	.	T	.
sub_487180	.text	00487180	00000029	00000000	00000000	R	.	.	.	.	.	.	.
sub_4871B0	.text	004871B0	0000007C	00000008	00000004	R	.	.	.	.	.	.	.
sub_487230	.text	00487230	000000A7	0000005C	00000008	R	.	.	.	.	.	T	.
sub_4872E0	.text	004872E0	0000003E	00000018	00000004	R	.	.	.	.	.	.	.
sub_487320	.text	00487320	00000011	00000000	00000004	R	.	.	.	.	.	.	.
sub_487340	.text	00487340	00000006	00000000	00000000	R	.	.	.	.	.	.	.
sub_487350	.text	00487350	00000012	00000000	00000004	R	.	.	.	.	.	.	.
sub_487370	.text	00487370	000000DA	00000000	00000010	R	.	.	.	.	.	.	.
sub_487450	.text	00487450	00000044	00000000	00000009	R	.	.	.	.	.	.	.
sub_4874A0	.text	004874A0	000000AB	00000408	0000000C	R	.	.	.	.	.	.	.
sub_487550	.text	00487550	0000005F	00000000	00000008	R	.	.	.	.	.	.	.
sub_4876D0	.text	004876D0	000000D8	00000108	00000008	R	.	.	.	.	.	.	.
sub_4877B0	.text	004877B0	00000013	00000000	00000004	R	.	.	.	.	.	T	.
sub_4877D0	.text	004877D0	00000058	00000004	00000004	R	.	.	.	.	.	T	.
sub_487830	.text	00487830	000000C6	0000000C	00000008	R	.	.	.	.	.	T	.
sub_487900	.text	00487900	00000054	00000000	00000000	R	.	.	.	.	.	.	.
sub_487960	.text	00487960	0000003B	00000000	00000000	R	.	.	.	.	.	.	.
sub_4879A0	.text	004879A0	00000044	0000000C	00000004	R	.	.	.	.	.	.	.
sub_4879F0	.text	004879F0	00000056	00000004	00000005	R	.	.	.	.	.	T	.
sub_487A50	.text	00487A50	00000087	0000000C	00000004	R	.	.	.	.	.	T	.
sub_487AE0	.text	00487AE0	00000037	00000000	00000000	R	.	.	.	.	.	.	.
sub_487B20	.text	00487B20	000000D2	00000010	00000000	R	.	.	.	.	.	.	.
sub_487C00	.text	00487C00	0000008D	0000000C	00000000	R	.	.	.	.	.	.	.
sub_487C90	.text	00487C90	00000082	00000000	00000000	R	.	.	.	.	.	.	.
sub_487D20	.text	00487D20	00000072	00000004	00000000	R	.	.	.	.	.	.	.
sub_487DA0	.text	00487DA0	0000005F	00000008	00000000	R	.	.	.	.	.	.	.
sub_487E00	.text	00487E00	00000076	00000000	00000004	R	.	.	.	.	.	.	.
sub_487E80	.text	00487E80	00000071	00000000	00000000	R	.	.	.	.	.	.	.
sub_487F00	.text	00487F00	00000126	00000008	00000008	R	.	.	.	.	.	.	.
sub_488030	.text	00488030	00000033	00000000	00000000	R	.	.	.	.	.	.	.
sub_488070	.text	00488070	00000006	00000000	00000000	R	.	.	.	.	.	.	.
sub_488080	.text	00488080	00000039	00000000	00000008	R	.	.	.	.	.	.	.
sub_4880C0	.text	004880C0	0000003B	00000000	00000004	R	.	.	.	.	.	.	.
sub_488100	.text	00488100	000000B4	00000004	00000004	R	.	.	.	.	.	.	.
sub_4881C0	.text	004881C0	00000143	00000010	0000000C	R	.	.	.	.	.	.	.
sub_488310	.text	00488310	0000005A	00000004	00000004	R	.	.	.	.	.	.	.
sub_488370	.text	00488370	00000043	00000004	00000004	R	.	.	.	.	.	.	.
sub_4883C0	.text	004883C0	00000041	00000004	00000004	R	.	.	.	.	.	.	.
sub_488410	.text	00488410	00000259	00000014	0000000C	R	.	.	.	.	B	.	.
sub_488670	.text	00488670	00000142	0000005C	00000010	R	.	.	.	.	.	.	.
UNK_TextDrawFn_withTextOutA_4887C0	.text	004887C0	00000088	0000000C	0000000C	R	.	.	.	.	.	T	.
sub_488850	.text	00488850	00000027	00000004	00000008	R	.	.	.	.	.	T	.
sub_488880	.text	00488880	00000044	00000010	00000008	R	.	.	.	.	.	.	.
sub_4888D0	.text	004888D0	000001A1	0000008C	0000000C	R	.	.	.	.	.	.	.
sub_488A80	.text	00488A80	00000006	00000000	00000000	R	.	.	.	.	.	.	.
sub_488A90	.text	00488A90	00000061	00000068	00000000	R	.	.	.	.	.	.	.
sub_488B00	.text	00488B00	0000020F	000005F8	00000004	R	.	.	.	.	.	.	.
sub_488D10	.text	00488D10	00000053	00000000	00000000	R	.	.	.	.	.	.	.
Callback	.text	00488D70	000001D4	00000028	0000000C	R	.	.	.	.	.	T	.
UNK_EnumDisplayModesCallback_488F50	.text	00488F50	000002D6	0000000C	00000004	R	.	.	.	.	.	.	.
sub_489260	.text	00489260	00000006	00000000	00000000	R	.	.	.	.	.	.	.
sub_489270	.text	00489270	000004E6	00000054	00000008	R	.	.	.	.	.	.	.
sub_489790	.text	00489790	0000020E	0000004C	00000008	R	.	.	.	.	.	.	.
sub_4899A0	.text	004899A0	0000005B	00000004	00000000	R	.	.	.	.	.	.	.
sub_489A00	.text	00489A00	00000051	0000000C	00000004	R	.	.	.	.	.	.	.
sub_489A60	.text	00489A60	0000004B	00000008	00000004	R	.	.	.	.	.	.	.
sub_489AB0	.text	00489AB0	00000106	00000030	00000000	R	.	.	.	.	.	.	.
sub_489BC0	.text	00489BC0	0000000C	00000000	00000000	R	.	.	.	.	.	.	.
sub_489BD0	.text	00489BD0	000000F2	00000080	0000000C	R	.	.	.	.	.	.	.
sub_489CD0	.text	00489CD0	00000044	00000000	00000010	R	.	.	.	.	.	.	.
sub_489D20	.text	00489D20	00000013	00000000	00000001	R	.	.	.	.	.	T	.
sub_489D40	.text	00489D40	00000006	00000000	00000000	R	.	.	.	.	.	.	.
sub_489D50	.text	00489D50	00000032	00000000	00000008	R	.	.	.	.	.	.	.
sub_489D90	.text	00489D90	00000023	00000004	00000004	R	.	.	.	.	.	.	.
sub_489DC0	.text	00489DC0	0000007F	00000004	00000000	R	.	.	.	.	.	.	.
sub_489E40	.text	00489E40	00000056	00000008	00000000	R	.	.	.	.	.	.	.
sub_489EA0	.text	00489EA0	00000006	00000000	00000000	R	.	.	.	.	.	.	.
sub_489EB0	.text	00489EB0	00000006	00000000	00000000	R	.	.	.	.	.	.	.
sub_489EC0	.text	00489EC0	00000278	0000052C	00000004	R	.	.	.	.	.	.	.
sub_48A140	.text	0048A140	0000005D	00000004	00000000	R	.	.	.	.	.	.	.
sub_48A1A0	.text	0048A1A0	00000011	00000000	00000000	R	.	.	.	.	.	.	.
sub_48A1C0	.text	0048A1C0	00000067	00000004	00000000	R	.	.	.	.	.	.	.
sub_48A230	.text	0048A230	0000009F	00000008	00000010	R	.	.	.	.	.	.	.
sub_48A2D0	.text	0048A2D0	0000001E	00000000	00000004	R	.	.	.	.	.	.	.
sub_48A2F0	.text	0048A2F0	00000006	00000000	00000000	R	.	.	.	.	.	.	.
sub_48A300	.text	0048A300	00000021	00000000	00000000	R	.	.	.	.	.	.	.
sub_48A330	.text	0048A330	00000016	00000000	00000000	R	.	.	.	.	.	.	.
UNK_Draw_48A350	.text	0048A350	0000006B	00000004	00000018	R	.	.	.	.	.	.	.
sub_48A3C0	.text	0048A3C0	0000002D	00000000	00000000	R	.	.	.	.	.	.	.
sub_48A3F0	.text	0048A3F0	00000028	00000000	00000008	R	.	.	.	.	.	.	.
sub_48A420	.text	0048A420	00000028	00000000	00000008	R	.	.	.	.	.	.	.
UNK_PrepareRenderStates_48A450	.text	0048A450	0000018C	00000004	00000004	R	.	.	.	.	.	.	.
sub_48A5E0	.text	0048A5E0	000003F4	00000250	00000010	R	.	.	.	.	.	.	.
sub_48A9E0	.text	0048A9E0	0000005E	00000004	00000010	R	.	.	.	.	.	.	.
sub_48AA40	.text	0048AA40	0000003C	00000004	00000004	R	.	.	.	.	.	.	.
sub_48AA80	.text	0048AA80	000001C2	000000D4	00000008	R	.	.	.	.	.	.	.
sub_48AC50	.text	0048AC50	00000086	00000008	00000000	R	.	.	.	.	.	.	.
sub_48ACE0	.text	0048ACE0	00000024	00000004	00000004	R	.	.	.	.	.	.	.
sub_48AD10	.text	0048AD10	0000003C	00000008	00000008	R	.	.	.	.	.	.	.
sub_48AD50	.text	0048AD50	00000079	00000014	00000004	R	.	.	.	.	.	.	.
sub_48ADD0	.text	0048ADD0	000000D4	00000018	00000004	R	.	.	.	.	.	.	.
sub_48AEB0	.text	0048AEB0	000002F3	00000000	00000000	R	.	.	.	.	.	.	.
UNK_TextureInterpolationRenderStates_48B1B0	.text	0048B1B0	000000AB	0000001C	00000004	R	.	.	.	.	.	.	.
UNK_CreateProjectionMatrix_48B260	.text	0048B260	000000DC	00000044	00000010	R	.	.	.	.	.	T	.
sub_48B340	.text	0048B340	00000080	00000004	00000014	R	.	.	.	.	.	T	.
sub_48B3C0	.text	0048B3C0	000000EF	00000048	00000000	R	.	.	.	.	.	.	.
sub_48B4B0	.text	0048B4B0	0000004D	00000000	00000004	R	.	.	.	.	.	.	.
sub_48B500	.text	0048B500	00000040	00000008	00000008	R	.	.	.	.	.	.	.
sub_48B540	.text	0048B540	00000230	000002B4	00000014	R	.	.	.	.	.	T	.
sub_48B770	.text	0048B770	000002B0	00000008	00000004	R	.	.	.	.	.	.	.
sub_48BA20	.text	0048BA20	0000006A	00000000	00000004	R	.	.	.	.	.	.	.
sub_48BA90	.text	0048BA90	000000BE	00000008	00000004	R	.	.	.	.	.	.	.
sub_48BB50	.text	0048BB50	000000B5	00000010	00000004	R	.	.	.	.	.	.	.
sub_48BC10	.text	0048BC10	00000208	00000018	00000000	R	.	.	.	.	.	.	.
sub_48BE20	.text	0048BE20	0000007F	00000010	00000004	R	.	.	.	.	.	.	.
sub_48BEE0	.text	0048BEE0	00000070	00000008	00000004	R	.	.	.	.	.	.	.
sub_48BF50	.text	0048BF50	00000039	00000000	00000004	R	.	.	.	.	.	.	.
sub_48BF90	.text	0048BF90	00000024	00000004	00000004	R	.	.	.	.	.	.	.
sub_48BFC0	.text	0048BFC0	00000035	00000008	00000004	R	.	.	.	.	.	.	.
sub_48C000	.text	0048C000	00000015	00000000	00000004	R	.	.	.	.	.	.	.
sub_48C020	.text	0048C020	00000024	00000000	00000004	R	.	.	.	.	.	.	.
sub_48C050	.text	0048C050	00000048	00000008	00000004	R	.	.	.	.	.	.	.
sub_48C0A0	.text	0048C0A0	000000B9	00000010	0000000C	R	.	.	.	.	.	.	.
sub_48C160	.text	0048C160	00000022	00000000	00000008	R	.	.	.	.	.	.	.
sub_48C190	.text	0048C190	00000080	00000010	0000000C	R	.	.	.	.	.	.	.
sub_48C210	.text	0048C210	000000B7	00000008	00000008	R	.	.	.	.	.	.	.
sub_48C2D0	.text	0048C2D0	0000006E	00000010	00000010	R	.	.	.	.	.	T	.
sub_48C340	.text	0048C340	0000003C	00000008	0000000C	R	.	.	.	.	.	.	.
sub_48C380	.text	0048C380	00000045	00000008	0000000C	R	.	.	.	.	.	.	.
UNK_GetElfFunctions_maybe_48C3D0	.text	0048C3D0	000000B7	00000000	00000004	R	.	.	.	.	.	.	.
GetSystemTime_ms	.text	0048C490	00000006	00000000	00000000	R	.	.	.	.	.	T	.
UNK_Assert_48C4A0	.text	0048C4A0	000000BB	0000020C	0000000C	.	.	.	.	.	.	.	.
UNK_PrintDebugString_maybe_48C570	.text	0048C570	0000002D	00000000	00000005	R	.	.	.	.	.	T	.
malloc_48C5A0	.text	0048C5A0	0000000E	00000000	00000004	R	.	.	.	.	.	.	.
free_48C5B0	.text	0048C5B0	0000000E	00000000	00000004	R	.	.	.	.	.	.	.
realloc_48C5C0	.text	0048C5C0	00000013	00000000	00000008	R	.	.	.	.	.	.	.
sub_48C5E0	.text	0048C5E0	00000005	00000000	00000004	R	.	.	.	.	.	.	.
fopen_48C5F0	.text	0048C5F0	00000013	00000000	00000008	R	.	.	.	.	.	T	.
fclose_48C610	.text	0048C610	00000010	00000000	00000004	R	.	.	.	.	.	T	.
freadWithLockWrapper_48C620	.text	0048C620	0000001A	00000000	0000000C	R	.	.	.	.	.	T	.
fwriteWithLockWrapper_48C640	.text	0048C640	0000001A	00000000	0000000C	R	.	.	.	.	.	T	.
fgets_48C660	.text	0048C660	00000018	00000000	0000000C	R	.	.	.	.	.	T	.
fgetws_48C680	.text	0048C680	00000018	00000000	0000000C	R	.	.	.	.	.	T	.
_feof	.text	0048C6A0	0000000B	00000000	00000004	R	.	L	.	.	.	T	.
ftell_48C6B0	.text	0048C6B0	0000000E	00000000	00000004	R	.	.	.	.	.	T	.
fseek_48C6C0	.text	0048C6C0	00000018	00000000	0000000C	R	.	.	.	.	.	T	.
UNK_fileOpenAndTell_maybe_48C6E0	.text	0048C6E0	00000042	00000004	00000004	R	.	.	.	.	.	T	.
UNK_WriteStringToFile_maybe_48C730	.text	0048C730	00000032	00000000	00000009	R	.	.	.	.	.	T	.
StoreHWND_48C770	.text	0048C770	0000000A	00000000	00000004	R	.	.	.	.	.	.	.
GetStoredHWND_48C780	.text	0048C780	00000006	00000000	00000000	R	.	.	.	.	.	.	.
StoreHINSTANCE_48C790	.text	0048C790	0000000A	00000000	00000004	R	.	.	.	.	.	.	.
GetStoredHINSTANCE_48C7A0	.text	0048C7A0	00000006	00000000	00000000	R	.	.	.	.	.	.	.
sub_48C7B0	.text	0048C7B0	00000028	00000000	00000004	R	.	.	.	.	.	.	.
sub_48C7E0	.text	0048C7E0	00000006	00000000	00000000	R	.	.	.	.	.	.	.
UNK_PowFloat_48C7F0	.text	0048C7F0	0000003B	0000000C	00000008	R	.	.	.	.	B	.	.
UNK_WrapDegrees360_48C830	.text	0048C830	000000B5	0000001C	00000004	R	.	.	.	.	B	T	.
RoundToInt1_48C8F0	.text	0048C8F0	0000001F	00000008	00000004	R	.	.	.	.	B	T	.
UNK_WrapDegrees180_48C910	.text	0048C910	00000035	00000008	00000004	R	.	.	.	.	B	T	.
UNK_Deg2SinCosMAYBE_48C950	.text	0048C950	000003CB	00000038	0000000C	R	.	.	.	.	B	T	.
RoundToInt2_48CD30	.text	0048CD30	0000001D	0000000C	00000004	R	.	.	.	.	B	T	.
UNK_Deg2TanMAYBE_48CD50	.text	0048CD50	00000281	00000038	00000004	R	.	.	.	.	B	T	.
SqrtWrapper_48CFF0	.text	0048CFF0	00000013	00000008	00000004	R	.	.	.	.	B	T	.
sub_48D010	.text	0048D010	00000141	0000002C	00000004	R	.	.	.	.	B	T	.
sub_48D160	.text	0048D160	00000018	00000000	00000002	R	.	.	.	.	.	T	.
UNK_PrintToConsole_maybe_48D180	.text	0048D180	0000003F	00000004	00000008	R	.	.	.	.	.	T	.
sub_48D1C0	.text	0048D1C0	0000027D	00000034	0000001C	R	.	.	.	.	.	.	.
sub_48D4A0	.text	0048D4A0	000002EA	00000080	00000005	R	.	.	.	.	.	T	.
sub_48D790	.text	0048D790	0000001A	00000000	00000008	R	.	.	.	.	.	.	.
sub_48D7B0	.text	0048D7B0	00000029	00000000	00000004	R	.	.	.	.	.	.	.
sub_48D7E0	.text	0048D7E0	000001B3	00000010	00000004	R	.	.	.	.	.	.	.
sub_48D9A0	.text	0048D9A0	000000D2	00000008	00000004	R	.	.	.	.	.	.	.
sub_48DA80	.text	0048DA80	0000008E	00000010	00000008	R	.	.	.	.	.	.	.
sub_48DB10	.text	0048DB10	00000025	00000004	00000004	R	.	.	.	.	.	.	.
sub_48DB40	.text	0048DB40	00000016	00000004	00000000	R	.	.	.	.	.	.	.
sub_48DB60	.text	0048DB60	00000016	00000000	00000000	R	.	.	.	.	.	.	.
sub_48DB80	.text	0048DB80	00000006	00000000	00000000	R	.	.	.	.	.	.	.
sub_48DB90	.text	0048DB90	00000006	00000000	00000000	R	.	.	.	.	.	.	.
sub_48DBA0	.text	0048DBA0	00000092	00000004	00000000	R	.	.	.	.	.	.	.
sub_48DC40	.text	0048DC40	0000009E	00000004	00000000	R	.	.	.	.	.	.	.
sub_48DCE0	.text	0048DCE0	00000081	00000004	00000000	R	.	.	.	.	.	.	.
sub_48DD80	.text	0048DD80	0000006E	00000004	00000000	R	.	.	.	.	.	.	.
sub_48DE10	.text	0048DE10	0000008D	00000000	00000005	R	.	.	.	.	.	.	.
sub_48DEA0	.text	0048DEA0	0000008D	00000000	00000005	R	.	.	.	.	.	.	.
UNK_PrepareDraw_48DF30	.text	0048DF30	0000058B	0000006C	00000008	R	.	.	.	.	B	.	.
sub_48E4C0	.text	0048E4C0	0000012E	00000020	00000008	R	.	.	.	.	B	.	.
sub_48E5F0	.text	0048E5F0	00000027	00000000	00000008	R	.	.	.	.	.	.	.
sub_48E620	.text	0048E620	0000001F	00000000	00000008	R	.	.	.	.	.	.	.
sub_48E680	.text	0048E680	00000050	00000004	00000004	R	.	.	.	.	.	T	.
sub_48E6D0	.text	0048E6D0	000003E1	0000013C	00000008	R	.	.	.	.	.	T	.
sub_48EAC0	.text	0048EAC0	00000031	00000000	00000004	R	.	.	.	.	.	.	.
sub_48EB00	.text	0048EB00	00000051	0000000C	00000004	R	.	.	.	.	.	.	.
sub_48EB60	.text	0048EB60	000000EC	0000001C	00000010	R	.	.	.	.	.	.	.
sub_48EC50	.text	0048EC50	00000035	00000000	0000000C	R	.	.	.	.	.	.	.
sub_48EC90	.text	0048EC90	0000008D	00000000	00000008	R	.	.	.	.	.	T	.
sub_48ED20	.text	0048ED20	000000E9	00000018	0000000C	R	.	.	.	.	.	.	.
sub_48EE10	.text	0048EE10	0000002C	00000008	00000004	R	.	.	.	.	.	T	.
sub_48EE40	.text	0048EE40	00000030	00000004	00000004	R	.	.	.	.	.	.	.
sub_48EE70	.text	0048EE70	0000016F	00000018	00000004	R	.	.	.	.	.	.	.
sub_48EFE0	.text	0048EFE0	00000194	0000000C	00000008	R	.	.	.	.	B	.	.
sub_48F180	.text	0048F180	0000008F	0000000C	00000004	R	.	.	.	.	.	.	.
sub_48F210	.text	0048F210	000004EE	00000080	00000010	R	.	.	.	.	B	.	.
sub_48F700	.text	0048F700	000003A4	0000002C	00000014	R	.	.	.	.	.	.	.
sub_48FAB0	.text	0048FAB0	00000020	00000000	00000004	R	.	.	.	.	.	.	.
sub_48FAD0	.text	0048FAD0	00000043	00000004	00000014	R	.	.	.	.	.	T	.
sub_48FB20	.text	0048FB20	000000E9	00000000	00000018	R	.	.	.	.	.	T	.
sub_48FC10	.text	0048FC10	00000020	00000004	00000004	R	.	.	.	.	.	.	.
sub_48FC30	.text	0048FC30	00000019	00000000	00000004	R	.	.	.	.	.	.	.
sub_48FC50	.text	0048FC50	0000001A	00000000	00000008	R	.	.	.	.	.	.	.
sub_48FC70	.text	0048FC70	00000019	00000000	00000004	R	.	.	.	.	.	.	.
sub_48FC90	.text	0048FC90	00000078	00000000	00000008	R	.	.	.	.	.	.	.
sub_48FD10	.text	0048FD10	000000AF	00000000	00000008	R	.	.	.	.	.	T	.
sub_48FDC0	.text	0048FDC0	000001FE	00000018	00000004	R	.	.	.	.	.	.	.
sub_48FFC0	.text	0048FFC0	0000009F	0000000C	00000010	R	.	.	.	.	.	T	.
sub_490060	.text	00490060	00000039	00000008	00000004	R	.	.	.	.	.	.	.
sub_4900A0	.text	004900A0	0000003B	00000004	00000008	R	.	.	.	.	.	.	.
sub_4900E0	.text	004900E0	00000075	00000010	0000000C	R	.	.	.	.	.	.	.
sub_490160	.text	00490160	00000036	00000004	00000008	R	.	.	.	.	.	.	.
sub_4901A0	.text	004901A0	00000067	0000000C	0000000C	R	.	.	.	.	.	.	.
sub_490210	.text	00490210	00000039	00000000	00000008	R	.	.	.	.	.	.	.
sub_490250	.text	00490250	00000075	0000000C	0000000C	R	.	.	.	.	.	.	.
sub_4902D0	.text	004902D0	0000003E	00000000	00000008	R	.	.	.	.	.	.	.
sub_490310	.text	00490310	0000008A	00000008	0000000C	R	.	.	.	.	.	.	.
sub_4903A0	.text	004903A0	00000022	00000000	00000008	R	.	.	.	.	.	.	.
sub_4903D0	.text	004903D0	00000074	00000004	0000000C	R	.	.	.	.	.	.	.
sub_490450	.text	00490450	0000009A	00000004	0000000C	R	.	.	.	.	.	.	.
sub_4904F0	.text	004904F0	00000011	00000000	00000004	R	.	.	.	.	.	.	.
sub_490510	.text	00490510	0000003A	00000000	00000004	R	.	.	.	.	.	.	.
sub_490550	.text	00490550	000001FE	00000028	00000024	R	.	.	.	.	B	T	.
sub_490750	.text	00490750	000001D8	00000010	00000020	R	.	.	.	.	.	T	.
sub_490930	.text	00490930	00000013	00000000	00000004	R	.	.	.	.	.	.	.
sub_490950	.text	00490950	00000034	00000000	00000004	R	.	.	.	.	.	.	.
